,coda,set_mean,Word,CobLog,CompCnt,PhonDISC,Class,SylCnt,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno,AoA_mean,onset,word_length,aoa_impact,set_size
352,$dH,12.215,warden,0.9,1,w$dH,N,2,19.0,19.0,11.24,11.0,3.11,1.0,11.0,w,4,-1.2149999999999999,2
353,$dI,13.22,bawdy,0.0,1,b$dI,N,2,19.0,13.0,0.18,14.38,3.01,0.68,14.38,b,4,1.1600000000000001,2
354,$dI,13.22,gaudy,0.48,0,g$dI,A,2,19.0,17.0,0.41,12.06,2.84,0.89,12.06,g,4,-1.1600000000000001,2
370,$k,6.713333333333335,balk,0.0,1,b$k,N,1,20.0,15.0,0.06,12.93,4.5,0.75,12.93,b,3,6.216666666666665,9
371,$k,6.713333333333335,chalk,0.95,1,J$k,N,1,19.0,19.0,3.59,4.47,1.17,1.0,4.47,J,3,-2.243333333333335,9
372,$k,6.713333333333335,cork,0.7,1,k$k,N,1,37.0,37.0,2.86,9.05,3.24,1.0,9.05,k,3,2.336666666666666,9
373,$k,6.713333333333335,fork,1.18,1,f$k,N,1,19.0,19.0,8.82,3.63,1.86,1.0,3.63,f,3,-3.083333333333335,9
374,$k,6.713333333333335,gawk,0.0,1,g$k,N,1,20.0,19.0,0.31,10.84,3.48,0.95,10.84,g,3,4.126666666666665,9
375,$k,6.713333333333335,hawk,0.78,1,h$k,N,1,20.0,20.0,12.75,6.74,1.75,1.0,6.74,h,3,0.026666666666665506,9
376,$k,6.713333333333335,pork,0.9,1,p$k,N,1,19.0,19.0,10.53,5.63,1.95,1.0,5.63,p,3,-1.0833333333333348,9
377,$k,6.713333333333335,talk,1.66,1,t$k,N,1,19.0,19.0,855.0,3.68,1.73,1.0,3.68,t,3,-3.0333333333333345,9
378,$k,6.713333333333335,walk,1.73,1,w$k,N,1,20.0,20.0,215.86,3.45,2.04,1.0,3.45,w,3,-3.2633333333333345,9
381,$k@s,14.64,caucus,0.3,1,k$k@s,N,2,18.0,16.0,0.29,14.88,4.26,0.89,14.88,k,5,0.2400000000000002,2
382,$k@s,14.64,raucous,0.3,0,r$k@s,A,2,18.0,15.0,0.31,14.4,3.36,0.83,14.4,r,5,-0.2400000000000002,2
388,$l,7.191818181818181,ball,2.05,1,b$l,N,1,21.0,21.0,104.96,2.9,1.22,1.0,2.9,b,3,-4.291818181818181,11
389,$l,7.191818181818181,call,1.77,1,k$l,N,1,19.0,19.0,861.39,4.74,1.85,1.0,4.74,k,3,-2.4518181818181812,11
390,$l,7.191818181818181,fall,1.68,1,f$l,N,1,21.0,21.0,118.51,4.71,2.63,1.0,4.71,f,3,-2.4818181818181815,11
391,$l,7.191818181818181,gall,0.3,1,g$l,N,1,21.0,18.0,1.98,12.44,3.45,0.86,12.44,g,3,5.248181818181818,11
392,$l,7.191818181818181,hall,2.12,1,h$l,N,1,20.0,20.0,51.94,5.35,2.16,1.0,5.35,h,3,-1.8418181818181818,11
393,$l,7.191818181818181,mall,1.0,1,m$l,N,1,18.0,18.0,18.9,6.78,2.05,1.0,6.78,m,3,-0.4118181818181812,11
394,$l,7.191818181818181,pall,0.3,1,p$l,N,1,19.0,11.0,0.45,12.27,3.93,0.58,12.27,p,3,5.078181818181818,11
395,$l,7.191818181818181,shawl,0.78,1,S$l,N,1,19.0,19.0,1.37,9.74,2.81,1.0,9.74,S,3,2.5481818181818188,11
396,$l,7.191818181818181,tall,1.87,1,t$l,A,1,19.0,19.0,32.33,4.95,3.24,1.0,4.95,t,3,-2.2418181818181813,11
397,$l,7.191818181818181,wall,2.32,1,w$l,N,1,19.0,19.0,70.69,3.79,1.75,1.0,3.79,w,3,-3.4018181818181814,11
398,$l,7.191818181818181,yawl,0.0,1,j$l,N,1,20.0,9.0,0.24,11.44,5.29,0.45,11.44,j,3,4.248181818181818,11
411,$lt,7.688,fault,1.65,1,f$lt,N,1,18.0,18.0,104.12,6.94,2.84,1.0,6.94,f,4,-0.7479999999999993,5
412,$lt,7.688,halt,1.08,1,h$lt,N,1,19.0,19.0,11.27,8.11,2.88,1.0,8.11,h,4,0.4219999999999997,5
413,$lt,7.688,malt,0.6,1,m$lt,N,1,18.0,17.0,1.65,9.18,3.59,0.94,9.18,m,4,1.492,5
414,$lt,7.688,salt,1.57,1,s$lt,N,1,19.0,19.0,19.51,5.05,2.2,1.0,5.05,s,4,-2.638,5
415,$lt,7.688,vault,0.3,1,v$lt,N,1,19.0,19.0,12.04,9.16,2.57,1.0,9.16,v,4,1.4720000000000004,5
416,$lt@R,11.940000000000001,falter,0.7,0,f$lt@R,V,2,18.0,18.0,0.31,13.33,2.54,1.0,13.33,f,6,1.3899999999999988,2
417,$lt@R,11.940000000000001,halter,0.0,0,h$lt@R,N,2,21.0,20.0,0.51,10.55,3.73,0.95,10.55,h,6,-1.3900000000000006,2
420,$m,7.99,dorm,0.7,1,d$m,N,1,19.0,19.0,7.24,9.89,3.21,1.0,9.89,d,3,1.9000000000000004,4
421,$m,7.99,form,2.5,1,f$m,N,1,19.0,19.0,42.75,7.58,2.97,1.0,7.58,f,3,-0.41000000000000014,4
422,$m,7.99,norm,1.0,1,n$m,N,1,19.0,19.0,3.33,9.84,2.73,1.0,9.84,n,3,1.8499999999999996,4
423,$m,7.99,warm,1.38,1,w$m,V,1,20.0,20.0,52.14,4.65,1.79,1.0,4.65,w,3,-3.34,4
426,$m@R,11.265,dormer,0.0,0,d$m@R,N,2,19.0,12.0,0.08,14.08,3.73,0.63,14.08,d,5,2.8149999999999995,2
427,$m@R,11.265,former,0.0,1,f$m@R,A,2,20.0,20.0,18.27,8.45,2.07,1.0,8.45,f,5,-2.8150000000000013,2
438,$n,7.122,corn,1.38,1,k$n,N,1,18.0,18.0,14.22,4.61,2.64,1.0,4.61,k,3,-2.5119999999999996,10
439,$n,7.122,dawn,1.51,1,d$n,N,1,18.0,18.0,25.51,7.0,1.94,1.0,7.0,d,3,-0.12199999999999989,10
440,$n,7.122,faun,0.0,1,f$n,N,1,19.0,18.0,0.51,13.72,4.69,0.95,13.72,f,3,6.598000000000001,10
441,$n,7.122,horn,1.26,1,h$n,N,1,19.0,19.0,21.08,4.84,1.01,1.0,4.84,h,3,-2.282,10
442,$n,7.122,lawn,1.43,1,l$n,N,1,1928.0,1926.0,12.35,5.45,2.22,1.0,5.45,l,3,-1.6719999999999997,10
443,$n,7.122,morn,0.0,1,m$n,N,1,18.0,17.0,0.88,9.53,3.1,0.94,9.53,m,3,2.4079999999999995,10
444,$n,7.122,pawn,0.48,1,p$n,N,1,18.0,18.0,4.33,9.06,3.54,1.0,9.06,p,3,1.9380000000000006,10
445,$n,7.122,thorn,0.9,1,T$n,N,1,21.0,21.0,5.1,5.97,1.36,1.0,5.97,T,3,-1.1520000000000001,10
446,$n,7.122,warn,1.69,1,w$n,V,1,19.0,19.0,25.35,5.74,1.94,1.0,5.74,w,3,-1.3819999999999997,10
447,$n,7.122,yawn,0.3,1,j$n,N,1,20.0,20.0,1.0,5.3,1.81,1.0,5.3,j,3,-1.822,10
450,$n@,11.239999999999998,fauna,0.48,1,f$n@,N,2,19.0,15.0,0.53,12.2,2.78,0.79,12.2,f,4,0.9600000000000009,2
451,$n@,11.239999999999998,sauna,0.0,0,s$n@,N,2,18.0,18.0,1.35,10.28,2.35,1.0,10.28,s,4,-0.9599999999999991,2
455,$nIN,5.055,morning,2.49,1,m$nIN,N,2,19.0,19.0,439.0,4.0,1.45,1.0,4.0,m,5,-1.0549999999999997,2
456,$nIN,5.055,warning,1.59,1,w$nIN,N,2,18.0,18.0,31.96,6.11,2.27,1.0,6.11,w,5,1.0550000000000006,2
460,$nJ,11.036666666666667,haunch,0.3,1,h$nJ,N,1,22.0,21.0,0.08,12.57,4.3,0.95,12.57,h,4,1.5333333333333332,3
461,$nJ,11.036666666666667,launch,0.85,1,l$nJ,N,1,37.0,37.0,19.96,7.92,1.88,1.0,7.92,l,4,-3.116666666666667,3
462,$nJ,11.036666666666667,paunch,0.3,1,p$nJ,N,1,18.0,13.0,0.02,12.62,4.13,0.72,12.62,p,4,1.5833333333333321,3
472,$nt,10.978,daunt,0.6,1,d$nt,V,1,19.0,15.0,0.04,12.13,2.36,0.79,12.13,d,4,1.152000000000001,5
473,$nt,10.978,gaunt,0.7,1,g$nt,A,1,19.0,16.0,0.16,11.81,3.58,0.84,11.81,g,4,0.8320000000000007,5
474,$nt,10.978,haunt,0.48,1,h$nt,N,1,19.0,19.0,3.57,7.95,3.05,1.0,7.95,h,4,-3.0279999999999996,5
475,$nt,10.978,jaunt,0.0,1,_$nt,N,1,20.0,17.0,0.37,14.94,4.23,0.85,14.94,_,4,3.9619999999999997,5
476,$nt,10.978,taunt,0.0,1,t$nt,N,1,18.0,18.0,0.63,8.06,2.96,1.0,8.06,t,4,-2.9179999999999993,5
480,$p,12.245000000000001,gawp,0.0,1,g$p,V,1,20.0,5.0,0.02,15.6,7.09,0.25,15.6,g,3,3.3549999999999986,2
481,$p,12.245000000000001,warp,0.3,1,w$p,N,1,20.0,18.0,5.49,8.89,2.89,0.9,8.89,w,3,-3.3550000000000004,2
484,$p@R,12.844999999999999,pauper,0.0,0,p$p@R,N,2,18.0,16.0,0.49,9.44,2.5,0.89,9.44,p,5,-3.4049999999999994,2
485,$p@R,12.844999999999999,torpor,0.0,0,t$p@R,N,2,20.0,8.0,0.06,16.25,3.54,0.4,16.25,t,5,3.405000000000001,2
488,$p@s,10.055,corpus,0.3,1,k$p@s,N,2,19.0,12.0,1.51,11.17,2.89,0.63,11.17,k,5,1.1150000000000002,2
489,$p@s,10.055,porpoise,0.3,1,p$p@s,N,2,19.0,16.0,0.35,8.94,3.3,0.84,8.94,p,5,-1.1150000000000002,2
501,$r{ks,12.77,borax,0.0,1,b$r{ks,N,2,19.0,13.0,0.1,14.23,4.55,0.68,14.23,b,6,1.4600000000000009,2
502,$r{ks,12.77,thorax,0.0,1,T$r{ks,N,2,18.0,16.0,0.39,11.31,3.11,0.89,11.31,T,6,-1.459999999999999,2
503,$s,8.262,coarse,1.08,1,k$s,A,1,19.0,18.0,1.35,9.11,2.68,0.95,9.11,k,3,0.847999999999999,5
504,$s,8.262,force,2.28,1,f$s,N,1,18.0,18.0,70.67,6.0,1.78,1.0,6.0,f,3,-2.2620000000000005,5
505,$s,8.262,gorse,0.0,1,g$s,N,1,20.0,8.0,0.1,12.88,4.12,0.4,12.88,g,3,4.618,5
506,$s,8.262,hoarse,0.6,1,h$s,A,1,20.0,20.0,0.49,7.95,2.7,1.0,7.95,h,3,-0.3120000000000003,5
507,$s,8.262,sauce,1.26,1,s$s,N,1,19.0,19.0,15.59,5.37,2.24,1.0,5.37,s,3,-2.8920000000000003,5
517,$sIt,8.48,corset,0.6,1,k$sIt,N,2,18.0,18.0,0.88,10.67,2.2,1.0,10.67,k,5,2.1899999999999995,2
518,$sIt,8.48,faucet,0.3,1,f$sIt,N,2,21.0,21.0,1.43,6.29,2.8,1.0,6.29,f,5,-2.1900000000000004,2
520,$sP,10.89,dorsal,0.48,0,d$sP,A,2,20.0,17.0,0.53,13.0,4.36,0.85,13.0,d,4,2.1099999999999994,2
521,$sP,10.89,morsel,0.3,1,m$sP,N,2,19.0,18.0,0.63,8.78,3.92,0.95,8.78,m,4,-2.110000000000001,2
527,$t,7.8999999999999995,court,2.17,1,k$t,N,1,18.0,18.0,100.73,8.39,2.62,1.0,8.39,k,3,0.4900000000000011,9
528,$t,7.8999999999999995,fort,1.4,1,f$t,N,1,21.0,21.0,15.43,6.48,3.09,1.0,6.48,f,3,-1.419999999999999,9
529,$t,7.8999999999999995,naught,0.0,1,n$t,N,1,21.0,20.0,0.59,11.17,3.44,0.95,11.17,n,3,3.2700000000000005,9
530,$t,7.8999999999999995,port,0.0,1,p$t,N,1,19.0,19.0,14.53,9.32,3.22,1.0,9.32,p,3,1.4200000000000008,9
531,$t,7.8999999999999995,short,0.0,1,S$t,N,1,19.0,19.0,85.63,4.32,1.73,1.0,4.32,S,3,-3.579999999999999,9
532,$t,7.8999999999999995,sort,2.53,1,s$t,N,1,22.0,22.0,148.71,6.81,2.42,1.0,6.81,s,3,-1.0899999999999999,9
533,$t,7.8999999999999995,taut,0.6,1,t$t,A,1,19.0,19.0,0.69,11.47,3.69,1.0,11.47,t,3,3.570000000000001,9
534,$t,7.8999999999999995,thought,2.28,1,T$t,N,1,22.0,22.0,808.47,5.89,2.18,1.0,5.89,T,3,-2.01,9
535,$t,7.8999999999999995,wart,0.48,1,w$t,N,1,20.0,20.0,1.24,7.25,1.97,1.0,7.25,w,3,-0.6499999999999995,9
539,$t@R,6.406666666666667,daughter,2.11,0,d$t@R,N,2,19.0,19.0,171.35,4.95,2.17,1.0,4.95,d,5,-1.456666666666667,3
540,$t@R,6.406666666666667,mortar,0.78,1,m$t@R,N,2,20.0,20.0,2.29,11.9,4.34,1.0,11.9,m,5,5.493333333333333,3
541,$t@R,6.406666666666667,water,2.66,0,w$t@R,N,2,19.0,19.0,225.06,2.37,0.76,1.0,2.37,w,5,-4.036666666666667,3
545,$tEks,12.665,cortex,0.3,1,k$tEks,N,2,18.0,18.0,1.12,12.39,3.47,1.0,12.39,k,6,-0.2749999999999986,2
546,$tEks,12.665,vortex,0.0,1,v$tEks,N,2,18.0,17.0,1.49,12.94,1.98,0.94,12.94,v,6,0.27500000000000036,2
548,$tI,9.66,forty,1.11,1,f$tI,N,2,20.0,20.0,10.57,6.53,1.29,1.0,6.53,f,4,-3.13,2
549,$tI,9.66,haughty,0.3,0,h$tI,A,2,18.0,14.0,0.41,12.79,3.7,0.78,12.79,h,4,3.129999999999999,2
550,$tIf2,11.305,fortify,0.7,0,f$tIf2,V,3,18.0,18.0,0.24,10.83,2.81,1.0,10.83,f,6,-0.47499999999999964,2
551,$tIf2,11.305,mortify,0.0,0,m$tIf2,V,3,19.0,18.0,0.14,11.78,3.72,0.95,11.78,m,6,0.47499999999999964,2
559,$tP,11.556666666666667,chortle,0.0,1,J$tP,N,2,19.0,12.0,0.1,13.83,3.1,0.63,13.83,J,4,2.2733333333333334,3
560,$tP,11.556666666666667,mortal,0.48,1,m$tP,N,2,19.0,19.0,9.57,9.84,2.81,1.0,9.84,m,4,-1.7166666666666668,3
561,$tP,11.556666666666667,portal,0.3,0,p$tP,N,2,18.0,18.0,4.35,11.0,4.3,1.0,11.0,p,4,-0.5566666666666666,3
574,$z,8.209999999999999,cause,2.01,1,k$z,N,1,19.0,19.0,310.04,5.84,3.1,1.0,5.84,k,3,-2.369999999999999,5
575,$z,8.209999999999999,gauze,0.3,1,g$z,N,1,20.0,19.0,1.43,9.32,2.77,0.95,9.32,g,3,1.1100000000000012,5
576,$z,8.209999999999999,jaws,0.0,1,_$z,N,1,18.0,18.0,2.61,5.28,1.87,1.0,5.28,_,3,-2.929999999999999,5
577,$z,8.209999999999999,mores,0.3,1,m$z,N,1,19.0,14.0,0.82,13.86,2.21,0.74,13.86,m,3,5.65,5
578,$z,8.209999999999999,pause,1.38,1,p$z,N,1,20.0,20.0,5.39,6.75,2.0,1.0,6.75,p,3,-1.459999999999999,5
583,1,6.355714285714285,bay,1.51,1,b1,N,1,18.0,18.0,24.24,8.67,2.52,1.0,8.67,b,2,2.314285714285715,14
584,1,6.355714285714285,day,2.95,1,d1,N,1,18.0,18.0,801.82,3.5,1.58,1.0,3.5,d,2,-2.855714285714285,14
585,1,6.355714285714285,gay,0.6,1,g1,N,1,19.0,19.0,59.08,9.32,2.31,1.0,9.32,g,2,2.9642857142857153,14
586,1,6.355714285714285,hay,1.18,1,h1,N,1,19.0,19.0,6.37,5.32,1.92,1.0,5.32,h,2,-1.0357142857142847,14
587,1,6.355714285714285,jay,0.7,1,_1,N,1,21.0,20.0,16.1,8.13,2.96,0.95,8.13,_,2,1.7742857142857158,14
588,1,6.355714285714285,lay,0.0,1,l1,N,1,20.0,20.0,58.24,5.84,2.01,1.0,5.84,l,2,-0.5157142857142851,14
589,1,6.355714285714285,may,3.16,1,m1,V,1,20.0,20.0,511.37,5.65,2.35,1.0,5.65,m,2,-0.7057142857142846,14
590,1,6.355714285714285,nay,0.48,1,n1,ADV,1,21.0,20.0,3.37,10.31,3.36,0.95,10.31,n,2,3.9542857142857155,14
591,1,6.355714285714285,pay,1.36,1,p1,N,1,18.0,18.0,254.61,5.5,1.76,1.0,5.5,p,2,-0.855714285714285,14
592,1,6.355714285714285,ray,1.23,1,r1,N,1,21.0,21.0,97.37,6.73,2.51,1.0,6.73,r,2,0.37428571428571544,14
593,1,6.355714285714285,say,0.0,1,s1,N,1,19.0,19.0,1639.78,3.42,1.07,1.0,3.42,s,2,-2.935714285714285,14
594,1,6.355714285714285,they,3.69,1,D1,PRON,1,22.0,22.0,4102.94,4.88,1.87,1.0,4.88,D,2,-1.475714285714285,14
595,1,6.355714285714285,way,3.12,1,w1,N,1,37.0,36.0,1424.73,5.39,1.74,0.97,5.39,w,2,-0.9657142857142853,14
596,1,6.355714285714285,yea,0.0,1,j1,N,1,21.0,21.0,6.88,6.32,3.58,1.0,6.32,j,2,-0.0357142857142847,14
603,1D,8.925,bathe,0.0,1,b1D,N,1,18.0,18.0,2.51,5.0,2.11,1.0,5.0,b,3,-3.9250000000000007,2
604,1D,8.925,lathe,0.3,1,l1D,N,1,19.0,13.0,0.31,12.85,3.87,0.68,12.85,l,3,3.924999999999999,2
614,1S@,15.01,fascia,0.0,0,f1S@,N,2,19.0,9.0,0.1,15.78,3.77,0.47,15.78,f,4,0.7699999999999996,2
615,1S@,15.01,geisha,0.0,1,g1S@,N,2,18.0,17.0,2.86,14.24,3.27,0.94,14.24,g,4,-0.7699999999999996,2
621,1T,10.34,faith,1.72,1,f1T,N,1,21.0,21.0,46.33,7.62,3.31,1.0,7.62,f,3,-2.7199999999999998,2
622,1T,10.34,wraith,0.0,1,r1T,N,1,20.0,16.0,0.2,13.06,3.07,0.8,13.06,r,3,2.7200000000000006,2
626,1_,8.715000000000002,cage,1.2,1,k1_,N,1,18.0,18.0,20.27,5.06,1.3,1.0,5.06,k,3,-3.655000000000002,6
627,1_,8.715000000000002,gauge,0.3,1,g1_,N,1,19.0,18.0,2.2,10.83,2.46,0.95,10.83,g,3,2.1149999999999984,6
628,1_,8.715000000000002,page,1.99,1,p1_,N,1,19.0,19.0,37.49,5.16,1.8,1.0,5.16,p,3,-3.5550000000000015,6
629,1_,8.715000000000002,rage,1.48,1,r1_,N,1,19.0,19.0,11.31,8.79,3.21,1.0,8.79,r,3,0.07499999999999751,6
630,1_,8.715000000000002,sage,0.6,1,s1_,N,1,18.0,18.0,1.75,11.39,4.0,1.0,11.39,s,3,2.674999999999999,6
631,1_,8.715000000000002,wage,1.38,1,w1_,N,1,18.0,18.0,3.12,11.06,2.51,1.0,11.06,w,3,2.344999999999999,6
638,1bP,8.398333333333333,cable,1.2,1,k1bP,N,2,20.0,20.0,21.73,9.2,3.47,1.0,9.2,k,4,0.8016666666666659,6
639,1bP,8.398333333333333,fable,0.48,1,f1bP,N,2,18.0,18.0,0.39,8.56,3.13,1.0,8.56,f,4,0.16166666666666707,6
640,1bP,8.398333333333333,gable,0.3,1,g1bP,N,2,21.0,19.0,1.08,10.29,3.61,0.9,10.29,g,4,1.8916666666666657,6
641,1bP,8.398333333333333,label,1.3,1,l1bP,N,2,20.0,20.0,6.88,6.1,1.83,1.0,6.1,l,4,-2.298333333333334,6
642,1bP,8.398333333333333,sable,0.0,1,s1bP,N,2,19.0,13.0,0.82,11.85,4.49,0.68,11.85,s,4,3.451666666666666,6
643,1bP,8.398333333333333,table,2.37,1,t1bP,N,2,18.0,18.0,105.63,4.39,2.12,1.0,4.39,t,4,-4.008333333333334,6
649,1d,8.088333333333333,fade,1.56,1,f1d,V,1,20.0,20.0,5.61,6.95,2.67,1.0,6.95,f,3,-1.1383333333333328,6
650,1d,8.088333333333333,jade,0.3,1,_1d,N,1,18.0,18.0,5.08,10.17,2.57,1.0,10.17,_,3,2.081666666666667,6
651,1d,8.088333333333333,maid,1.23,1,m1d,N,1,19.0,19.0,22.82,6.95,1.68,1.0,6.95,m,3,-1.1383333333333328,6
652,1d,8.088333333333333,raid,1.23,1,r1d,N,1,19.0,19.0,8.55,9.53,3.37,1.0,9.53,r,3,1.4416666666666664,6
653,1d,8.088333333333333,shade,1.49,1,S1d,N,1,19.0,19.0,5.96,6.37,2.43,1.0,6.37,S,3,-1.7183333333333328,6
654,1d,8.088333333333333,wade,0.9,1,w1d,V,1,20.0,19.0,16.47,8.56,3.07,0.95,8.56,w,3,0.47166666666666757,6
665,1dIN,12.0,lading,0.0,1,l1dIN,N,2,20.0,8.0,0.24,15.5,4.57,0.4,15.5,l,5,3.5,2
666,1dIN,12.0,shading,0.0,1,S1dIN,N,2,20.0,20.0,0.31,8.5,2.31,1.0,8.5,S,5,-3.5,2
669,1f,9.853333333333333,chafe,0.0,1,J1f,N,1,20.0,19.0,0.25,11.68,2.75,0.95,11.68,J,3,1.8266666666666662,3
670,1f,9.853333333333333,safe,0.85,1,s1f,N,1,18.0,18.0,143.2,5.11,2.65,1.0,5.11,s,3,-4.743333333333333,3
671,1f,9.853333333333333,waif,0.0,1,w1f,N,1,19.0,13.0,0.33,12.77,4.46,0.68,12.77,w,3,2.916666666666666,3
678,1k,6.309090909090909,bake,1.38,1,b1k,V,1,18.0,18.0,6.33,5.5,2.53,1.0,5.5,b,3,-0.8090909090909086,11
679,1k,6.309090909090909,cake,1.53,1,k1k,N,1,19.0,19.0,45.06,3.26,2.28,1.0,3.26,k,3,-3.049090909090909,11
680,1k,6.309090909090909,fake,0.3,1,f1k,N,1,18.0,18.0,36.33,5.83,2.26,1.0,5.83,f,3,-0.47909090909090857,11
681,1k,6.309090909090909,hake,0.0,1,h1k,N,1,19.0,5.0,0.04,16.2,5.45,0.26,16.2,h,3,9.89090909090909,11
682,1k,6.309090909090909,lake,1.7,1,l1k,N,1,18.0,18.0,36.0,4.61,1.72,1.0,4.61,l,3,-1.6990909090909083,11
683,1k,6.309090909090909,make,0.0,1,m1k,N,1,19.0,19.0,1387.75,4.68,1.77,1.0,4.68,m,3,-1.629090909090909,11
684,1k,6.309090909090909,rake,0.3,1,r1k,N,1,19.0,19.0,2.98,5.32,1.77,1.0,5.32,r,3,-0.9890909090909084,11
685,1k,6.309090909090909,sake,1.71,1,s1k,N,1,19.0,19.0,64.16,8.74,3.36,1.0,8.74,s,3,2.4309090909090916,11
686,1k,6.309090909090909,shake,0.6,1,S1k,N,1,19.0,19.0,39.63,5.26,1.69,1.0,5.26,S,3,-1.0490909090909089,11
687,1k,6.309090909090909,take,0.0,1,t1k,N,1,19.0,19.0,1891.04,4.37,1.89,1.0,4.37,t,3,-1.9390909090909085,11
688,1k,6.309090909090909,wake,1.04,1,w1k,N,1,19.0,19.0,105.22,5.63,3.93,1.0,5.63,w,3,-0.6790909090909087,11
700,1l,8.135,bail,0.95,1,b1l,N,1,19.0,19.0,17.35,10.16,5.04,1.0,10.16,b,3,2.0250000000000004,16
701,1l,8.135,dale,0.6,1,d1l,N,1,22.0,18.0,9.08,10.34,3.82,0.82,10.34,d,3,2.205,16
702,1l,8.135,fail,0.0,1,f1l,N,1,18.0,18.0,24.59,6.0,1.61,1.0,6.0,f,3,-2.135,16
703,1l,8.135,gale,0.95,1,g1l,N,1,21.0,19.0,4.9,10.57,2.62,0.9,10.57,g,3,2.4350000000000005,16
704,1l,8.135,hail,0.6,1,h1l,N,1,20.0,20.0,12.02,7.9,2.02,1.0,7.9,h,3,-0.23499999999999943,16
705,1l,8.135,jail,1.51,1,_1l,N,1,19.0,19.0,70.63,5.74,2.45,1.0,5.74,_,3,-2.3949999999999996,16
706,1l,8.135,kale,0.3,1,k1l,N,1,18.0,17.0,0.55,12.12,4.86,0.94,12.12,k,3,3.9849999999999994,16
707,1l,8.135,mail,1.42,1,m1l,N,1,20.0,20.0,36.84,4.65,2.01,1.0,4.65,m,3,-3.4849999999999994,16
708,1l,8.135,nail,1.4,1,n1l,N,1,19.0,19.0,18.65,5.42,2.36,1.0,5.42,n,3,-2.715,16
709,1l,8.135,pail,0.6,1,p1l,N,1,19.0,19.0,0.94,6.16,2.67,1.0,6.16,p,3,-1.9749999999999996,16
710,1l,8.135,rail,1.42,1,r1l,N,1,18.0,18.0,4.57,7.89,2.99,1.0,7.89,r,3,-0.2450000000000001,16
711,1l,8.135,sail,0.7,1,s1l,N,1,19.0,19.0,13.75,6.47,2.7,1.0,6.47,s,3,-1.665,16
712,1l,8.135,shale,0.0,1,S1l,N,1,19.0,17.0,0.18,11.94,3.17,0.89,11.94,S,3,3.8049999999999997,16
713,1l,8.135,tail,1.56,1,t1l,N,1,20.0,20.0,23.9,3.7,1.13,1.0,3.7,t,3,-4.435,16
714,1l,8.135,vale,0.6,1,v1l,N,1,18.0,13.0,1.47,11.69,3.47,0.72,11.69,v,3,3.5549999999999997,16
715,1l,8.135,wail,0.48,1,w1l,N,1,18.0,17.0,0.86,9.41,3.71,0.94,9.41,w,3,1.2750000000000004,16
721,1lIN,8.316666666666668,failing,0.48,1,f1lIN,N,2,20.0,20.0,5.39,8.13,1.47,1.0,8.13,f,5,-0.18666666666666742,3
722,1lIN,8.316666666666668,railing,0.78,1,r1lIN,N,2,18.0,18.0,1.47,6.56,3.03,1.0,6.56,r,5,-1.7566666666666686,3
723,1lIN,8.316666666666668,whaling,0.3,1,w1lIN,N,2,20.0,19.0,0.88,10.26,3.43,0.95,10.26,w,5,1.9433333333333316,3
724,1lIf,13.344999999999999,bailiff,0.48,1,b1lIf,N,2,18.0,18.0,2.16,11.94,3.56,1.0,11.94,b,5,-1.4049999999999994,2
725,1lIf,13.344999999999999,caliph,0.0,1,k1lIf,N,2,19.0,8.0,0.16,14.75,4.56,0.42,14.75,k,5,1.4050000000000011,2
729,1m,7.542222222222222,dame,0.48,1,d1m,N,1,19.0,19.0,13.76,11.79,2.82,1.0,11.79,d,3,4.247777777777777,9
730,1m,7.542222222222222,fame,1.0,1,f1m,N,1,19.0,19.0,8.65,7.26,2.49,1.0,7.26,f,3,-0.28222222222222193,9
731,1m,7.542222222222222,game,2.3,1,g1m,N,1,19.0,19.0,233.84,4.26,1.82,1.0,4.26,g,3,-3.282222222222222,9
732,1m,7.542222222222222,lame,0.0,1,l1m,V,1,19.0,19.0,10.92,9.21,2.78,1.0,9.21,l,3,1.6677777777777791,9
733,1m,7.542222222222222,maim,0.48,1,m1m,V,1,18.0,14.0,0.43,11.93,3.29,0.78,11.93,m,3,4.387777777777778,9
734,1m,7.542222222222222,name,2.52,1,n1m,N,1,19.0,19.0,641.86,3.68,1.53,1.0,3.68,n,3,-3.8622222222222216,9
735,1m,7.542222222222222,same,1.11,1,s1m,ADV,1,20.0,20.0,417.18,5.62,1.71,1.0,5.62,s,3,-1.9222222222222216,9
736,1m,7.542222222222222,shame,1.36,1,S1m,N,1,20.0,20.0,41.57,6.55,2.37,1.0,6.55,S,3,-0.9922222222222219,9
737,1m,7.542222222222222,tame,0.6,1,t1m,V,1,19.0,19.0,2.73,7.58,2.06,1.0,7.58,t,3,0.037777777777778354,9
740,1n,8.424666666666665,bane,0.0,1,b1n,N,1,18.0,15.0,1.84,9.6,2.92,0.83,9.6,b,3,1.1753333333333345,15
741,1n,8.424666666666665,cane,1.0,1,k1n,N,1,19.0,19.0,8.33,5.74,1.97,1.0,5.74,k,3,-2.684666666666665,15
742,1n,8.424666666666665,chain,1.68,1,J1n,N,1,18.0,18.0,21.22,5.22,2.13,1.0,5.22,J,3,-3.2046666666666654,15
743,1n,8.424666666666665,deign,0.0,1,d1n,V,1,19.0,12.0,0.31,11.58,3.68,0.63,11.58,d,3,3.155333333333335,15
