,coda,set_mean,Word,CobLog,CompCnt,PhonDISC,Class,SylCnt,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno,AoA_mean,onset,word_length,aoa_impact,set_size
8930,rIsk,10.165,brisk,0.95,1,brIsk,A,1,18.0,18.0,1.04,10.17,2.87,1.0,10.17,b,5,0.005000000000000782,2
8931,rIsk,10.165,frisk,0.0,1,frIsk,V,1,20.0,19.0,1.55,10.16,2.91,0.95,10.16,f,5,-0.004999999999999005,2
8936,rIst,14.93,grist,0.0,1,grIst,N,1,19.0,11.0,0.1,12.36,3.75,0.58,12.36,g,5,-2.5700000000000003,2
8937,rIst,14.93,tryst,0.0,1,trIst,N,1,19.0,10.0,0.39,17.5,4.06,0.53,17.5,t,5,2.5700000000000003,2
8945,rIt@R,10.07,critter,0.0,0,krIt@R,N,2,21.0,21.0,1.27,7.14,3.5,1.0,7.14,k,6,-2.9300000000000006,2
8946,rIt@R,10.07,fritter,0.0,0,frIt@R,N,2,21.0,18.0,0.29,13.0,4.23,0.86,13.0,f,6,2.9299999999999997,2
8962,rIvIt,13.59,privet,0.0,1,prIvIt,N,2,19.0,9.0,0.02,14.33,5.34,0.47,14.33,p,6,0.7400000000000002,2
8963,rIvIt,13.59,trivet,0.0,0,trIvIt,N,2,19.0,13.0,0.08,12.85,3.74,0.68,12.85,t,6,-0.7400000000000002,2
8964,rIvP,11.205,drivel,0.0,1,drIvP,N,2,19.0,15.0,0.71,12.8,3.51,0.79,12.8,d,5,1.5950000000000006,2
8965,rIvP,11.205,shrivel,0.6,1,SrIvP,V,2,19.0,18.0,0.39,9.61,2.89,0.95,9.61,S,5,-1.5950000000000006,2
8974,rIzP,9.345,drizzle,0.48,1,drIzP,N,2,18.0,18.0,0.43,7.56,2.09,1.0,7.56,d,5,-1.785000000000001,2
8975,rIzP,9.345,grizzle,0.0,1,grIzP,V,2,19.0,15.0,0.04,11.13,3.02,0.79,11.13,g,5,1.7850000000000001,2
8980,rQN,11.855,prong,0.0,1,prQN,N,1,19.0,18.0,0.29,10.78,4.76,0.95,10.78,p,4,-1.075000000000001,2
8981,rQN,11.855,throng,0.48,1,TrQN,N,1,18.0,15.0,0.31,12.93,2.69,0.83,12.93,T,4,1.0749999999999993,2
8984,rQT,10.780000000000001,broth,0.3,1,brQT,N,1,18.0,18.0,0.88,9.0,3.73,1.0,9.0,b,4,-1.7800000000000011,2
8985,rQT,10.780000000000001,froth,0.3,1,frQT,N,1,18.0,18.0,0.2,12.56,3.24,1.0,12.56,f,4,1.7799999999999994,2
9006,rQg,8.66,frog,0.95,1,frQg,N,1,19.0,19.0,11.82,4.32,1.45,1.0,4.32,f,4,-4.34,2
9007,rQg,8.66,grog,0.0,1,grQg,N,1,21.0,10.0,0.63,13.0,4.94,0.48,13.0,g,4,4.34,2
9010,rQk,9.77,crock,0.0,1,krQk,N,1,18.0,18.0,2.02,9.89,2.3,1.0,9.89,k,4,0.120000000000001,2
9011,rQk,9.77,frock,0.9,1,frQk,N,1,18.0,17.0,0.84,9.65,4.23,0.94,9.65,f,4,-0.11999999999999922,2
9024,rQm,7.43,from,3.62,1,frQm,PREP,1,21.0,21.0,2039.06,4.44,2.24,1.0,4.44,f,4,-2.9899999999999993,2
9025,rQm,7.43,prom,0.0,1,prQm,N,1,19.0,19.0,17.76,10.42,2.89,1.0,10.42,p,4,2.99,2
9043,rQp,7.239999999999999,crop,1.73,1,krQp,N,1,19.0,19.0,4.86,7.63,2.36,1.0,7.63,k,4,0.39000000000000057,3
9044,rQp,7.239999999999999,drop,1.52,1,drQp,N,1,19.0,19.0,130.61,3.26,1.33,1.0,3.26,d,4,-3.9799999999999995,3
9045,rQp,7.239999999999999,prop,0.85,1,prQp,N,1,18.0,18.0,3.69,10.83,3.87,1.0,10.83,p,4,3.5900000000000007,3
9047,rQp@R,9.38,cropper,0.0,0,krQp@R,N,2,19.0,15.0,0.29,11.13,2.72,0.79,11.13,k,6,1.75,2
9048,rQp@R,9.38,proper,1.79,1,prQp@R,A,2,19.0,19.0,25.27,7.63,2.48,1.0,7.63,p,6,-1.7500000000000009,2
9055,rQs,10.995000000000001,cross,1.34,1,krQs,N,1,19.0,19.0,55.04,4.74,1.76,1.0,4.74,k,4,-6.255000000000001,2
9056,rQs,10.995000000000001,dross,0.0,1,drQs,N,1,19.0,8.0,0.08,17.25,5.47,0.42,17.25,d,4,6.254999999999999,2
9070,rQt,11.015,grot,0.0,1,grQt,N,1,19.0,11.0,0.02,14.73,2.41,0.58,14.73,g,4,3.715,2
9071,rQt,11.015,trot,0.48,1,trQt,N,1,20.0,20.0,1.8,7.3,2.23,1.0,7.3,t,4,-3.7150000000000007,2
9083,rUk,8.129999999999999,brook,0.6,1,brUk,N,1,19.0,19.0,2.04,8.42,3.69,1.0,8.42,b,4,0.2900000000000009,2
9084,rUk,8.129999999999999,crook,0.78,1,krUk,N,1,19.0,19.0,5.67,7.84,2.65,1.0,7.84,k,4,-0.28999999999999915,2
9088,rVNk,8.780000000000001,drunk,0.48,1,drVNk,N,1,19.0,19.0,76.55,9.26,3.31,1.0,9.26,d,5,0.47999999999999865,2
9089,rVNk,8.780000000000001,trunk,1.42,1,trVNk,N,1,20.0,20.0,19.8,8.3,3.11,1.0,8.3,t,5,-0.4800000000000004,2
9090,rVS,9.036666666666667,brush,1.23,1,brVS,N,1,18.0,18.0,14.16,3.78,1.59,1.0,3.78,b,4,-5.256666666666668,3
9091,rVS,9.036666666666667,crush,0.48,1,krVS,N,1,19.0,19.0,16.8,7.58,2.39,1.0,7.58,k,4,-1.456666666666667,3
9092,rVS,9.036666666666667,thrush,0.3,1,TrVS,N,1,19.0,16.0,0.37,15.75,5.58,0.84,15.75,T,4,6.713333333333333,3
9093,rV_,11.253333333333332,drudge,0.0,1,drV_,N,1,18.0,17.0,0.18,10.65,3.92,0.94,10.65,d,4,-0.6033333333333317,3
9094,rV_,11.253333333333332,grudge,0.48,1,grV_,N,1,19.0,19.0,4.43,10.42,3.61,1.0,10.42,g,4,-0.8333333333333321,3
9095,rV_,11.253333333333332,trudge,0.0,1,trV_,N,1,19.0,16.0,0.24,12.69,2.63,0.84,12.69,t,4,1.4366666666666674,3
9097,rVb,8.504999999999999,grub,0.48,1,grVb,N,1,20.0,20.0,2.73,8.95,2.37,1.0,8.95,g,4,0.4450000000000003,2
9098,rVb,8.504999999999999,shrub,0.85,1,SrVb,N,1,18.0,18.0,0.27,8.06,2.88,1.0,8.06,S,4,-0.4449999999999985,2
9102,rVg,8.025,drug,1.67,1,drVg,N,1,19.0,19.0,45.22,8.11,2.62,1.0,8.11,d,4,0.08499999999999908,2
9103,rVg,8.025,shrug,0.48,1,SrVg,N,1,18.0,18.0,0.39,7.94,1.98,1.0,7.94,S,4,-0.08499999999999996,2
9108,rVm,7.923333333333333,crumb,0.7,1,krVm,N,1,19.0,19.0,1.8,5.89,2.26,1.0,5.89,k,4,-2.033333333333333,3
9109,rVm,7.923333333333333,drum,1.2,1,drVm,N,1,19.0,19.0,8.47,4.63,2.19,1.0,4.63,d,4,-3.293333333333333,3
9110,rVm,7.923333333333333,thrum,0.0,1,TrVm,V,1,18.0,8.0,0.12,13.25,4.23,0.44,13.25,T,4,5.326666666666667,3
9112,rVmbP,7.5249999999999995,crumble,1.04,1,krVmbP,V,2,19.0,19.0,1.39,6.68,1.8,1.0,6.68,k,6,-0.8449999999999998,2
9113,rVmbP,7.5249999999999995,grumble,0.0,1,grVmbP,N,2,19.0,19.0,0.18,8.37,3.96,1.0,8.37,g,6,0.8449999999999998,2
9114,rVmp,11.350000000000001,frump,0.0,1,frVmp,N,1,20.0,19.0,0.14,11.47,4.15,0.95,11.47,f,5,0.11999999999999922,2
9115,rVmp,11.350000000000001,trump,0.3,1,trVmp,N,1,37.0,35.0,2.25,11.23,2.97,0.95,11.23,t,5,-0.120000000000001,2
9122,rVnt,8.833333333333334,brunt,0.3,1,brVnt,N,1,37.0,31.0,0.49,12.52,3.17,0.84,12.52,b,5,3.6866666666666656,3
9123,rVnt,8.833333333333334,front,2.3,1,frVnt,N,1,20.0,19.0,181.55,5.19,2.06,0.95,5.19,f,5,-3.6433333333333335,3
9124,rVnt,8.833333333333334,grunt,0.9,1,grVnt,N,1,19.0,19.0,2.22,8.79,3.1,1.0,8.79,g,5,-0.04333333333333478,3
9128,rVst,7.406666666666667,crust,0.9,1,krVst,N,1,19.0,19.0,3.25,5.95,1.9,1.0,5.95,k,5,-1.456666666666667,3
9129,rVst,7.406666666666667,thrust,1.15,1,TrVst,N,1,18.0,18.0,3.86,9.72,2.42,1.0,9.72,T,5,2.3133333333333335,3
9130,rVst,7.406666666666667,trust,1.65,1,trVst,N,1,20.0,20.0,178.18,6.55,2.39,1.0,6.55,t,5,-0.8566666666666674,3
9133,ri,4.156666666666667,free,1.3,1,fri,V,1,19.0,19.0,177.53,5.21,1.78,1.0,5.21,f,3,1.0533333333333328,3
9134,ri,4.156666666666667,three,0.48,1,Tri,N,1,22.0,21.0,542.24,3.69,1.5,0.95,3.69,T,3,-0.46666666666666723,3
9135,ri,4.156666666666667,tree,2.28,1,tri,N,1,1923.0,1923.0,65.0,3.57,1.61,1.0,3.57,t,3,-0.5866666666666673,3
9139,riJ,9.525,breach,1.0,1,briJ,N,1,18.0,18.0,6.22,11.72,2.89,1.0,11.72,b,4,2.1950000000000003,2
9140,riJ,9.525,preach,1.11,1,priJ,V,1,18.0,18.0,2.39,7.33,1.88,1.0,7.33,p,4,-2.1950000000000003,2
9144,rid,8.6,breed,0.78,1,brid,N,1,19.0,19.0,6.33,9.0,3.45,1.0,9.0,b,4,0.40000000000000036,3
9145,rid,8.6,creed,0.78,1,krid,N,1,18.0,18.0,2.53,9.17,4.19,1.0,9.17,k,4,0.5700000000000003,3
9146,rid,8.6,greed,0.9,1,grid,N,1,19.0,19.0,4.8,7.63,2.27,1.0,7.63,g,4,-0.9699999999999998,3
9152,rif,8.415,brief,0.6,1,brif,N,1,18.0,18.0,14.35,8.44,2.64,1.0,8.44,b,4,0.025000000000000355,2
9153,rif,8.415,grief,1.2,1,grif,N,1,18.0,18.0,10.82,8.39,2.62,1.0,8.39,g,4,-0.02499999999999858,2
9159,rik,8.353333333333332,creak,0.0,1,krik,N,1,20.0,20.0,0.51,8.1,3.57,1.0,8.1,k,4,-0.2533333333333321,3
9160,rik,8.353333333333332,freak,0.78,1,frik,N,1,1929.0,1926.0,36.75,8.02,2.81,1.0,8.02,f,4,-0.33333333333333215,3
9161,rik,8.353333333333332,shriek,0.7,1,Srik,N,1,18.0,18.0,0.63,8.94,2.92,1.0,8.94,S,4,0.5866666666666678,3
9166,rim,5.415,cream,1.48,1,krim,N,1,19.0,19.0,48.71,5.95,2.48,1.0,5.95,k,4,0.5350000000000001,2
9167,rim,5.415,dream,1.89,1,drim,N,1,1931.0,1930.0,133.29,4.88,1.95,1.0,4.88,d,4,-0.5350000000000001,2
9169,rin,8.51,green,1.66,1,grin,N,1,19.0,19.0,72.47,3.79,1.32,1.0,3.79,g,4,-4.72,2
9170,rin,8.51,preen,0.3,1,prin,V,1,18.0,13.0,0.06,13.23,4.25,0.72,13.23,p,4,4.720000000000001,2
9176,ris,7.5600000000000005,crease,0.6,1,kris,N,1,20.0,19.0,1.35,7.79,2.07,0.95,7.79,k,4,0.22999999999999954,2
9177,ris,7.5600000000000005,grease,0.78,1,gris,N,1,18.0,18.0,6.94,7.33,2.09,1.0,7.33,g,4,-0.23000000000000043,2
9182,rit,5.54,greet,1.49,1,grit,V,1,19.0,19.0,5.25,6.47,2.84,1.0,6.47,g,4,0.9299999999999997,2
9183,rit,5.54,treat,0.85,1,trit,N,1,18.0,18.0,51.88,4.61,2.03,1.0,4.61,t,4,-0.9299999999999997,2
9192,riz,5.555,breeze,1.08,1,briz,N,1,18.0,18.0,8.04,6.22,3.0,1.0,6.22,b,4,0.665,2
9193,riz,5.555,freeze,0.6,1,friz,N,1,19.0,19.0,32.16,4.89,1.76,1.0,4.89,f,4,-0.665,2
9197,ru,7.780000000000001,brew,0.3,1,bru,N,1,18.0,17.0,2.51,9.06,2.08,0.94,9.06,b,3,1.2799999999999994,5
9198,ru,7.780000000000001,crew,1.43,1,kru,N,1,18.0,18.0,47.53,7.56,2.66,1.0,7.56,k,3,-0.22000000000000153,5
9199,ru,7.780000000000001,shrew,0.3,1,Sru,N,1,18.0,17.0,0.82,11.82,4.26,0.94,11.82,S,3,4.039999999999999,5
9200,ru,7.780000000000001,through,2.06,1,Tru,ADV,1,21.0,21.0,549.53,5.82,1.86,1.0,5.82,T,3,-1.9600000000000009,5
9201,ru,7.780000000000001,true,0.7,1,tru,N,1,21.0,21.0,253.35,4.64,2.08,1.0,4.64,t,3,-3.1400000000000015,5
9206,rud,11.264999999999999,brood,0.3,1,brud,N,1,19.0,19.0,1.08,10.47,4.09,1.0,10.47,b,4,-0.7949999999999982,4
9207,rud,11.264999999999999,crude,1.32,1,krud,A,1,19.0,18.0,3.04,11.11,3.29,0.95,11.11,k,4,-0.15499999999999936,4
9208,rud,11.264999999999999,prude,0.0,1,prud,N,1,19.0,19.0,1.37,12.11,2.54,1.0,12.11,p,4,0.8450000000000006,4
9209,rud,11.264999999999999,shrewd,0.95,1,Srud,A,1,20.0,19.0,1.41,11.37,2.79,0.95,11.37,S,4,0.10500000000000043,4
9215,rum,6.640000000000001,broom,0.9,1,brum,N,1,18.0,18.0,4.76,5.5,2.46,1.0,5.5,b,4,-1.1400000000000006,2
9216,rum,6.640000000000001,groom,0.78,1,grum,N,1,18.0,18.0,7.82,7.78,2.82,1.0,7.78,g,4,1.1399999999999997,2
9217,run,10.59,croon,0.3,1,krun,V,1,21.0,15.0,0.24,13.33,3.39,0.71,13.33,k,4,2.74,2
9218,run,10.59,prune,0.48,1,prun,N,1,20.0,20.0,1.47,7.85,2.58,1.0,7.85,p,4,-2.74,2
9221,rup,9.299999999999999,croup,0.0,1,krup,N,1,18.0,14.0,0.27,12.79,3.36,0.78,12.79,k,4,3.49,4
9222,rup,9.299999999999999,droop,0.0,1,drup,N,1,19.0,17.0,0.33,10.12,3.84,0.89,10.12,d,4,0.8200000000000003,4
9223,rup,9.299999999999999,group,2.67,1,grup,N,1,18.0,18.0,73.76,5.94,1.89,1.0,5.94,g,4,-3.3599999999999985,4
9224,rup,9.299999999999999,troop,0.7,1,trup,N,1,20.0,20.0,5.8,8.35,1.84,1.0,8.35,t,4,-0.9499999999999993,4
9238,rut,7.24,brute,0.48,1,brut,N,1,20.0,20.0,3.18,10.85,3.27,1.0,10.85,b,4,3.6099999999999994,2
9239,rut,7.24,fruit,1.83,1,frut,N,1,19.0,19.0,21.73,3.63,1.71,1.0,3.63,f,4,-3.6100000000000003,2
9241,ruv,8.115,groove,0.78,1,gruv,N,1,18.0,18.0,4.16,8.39,2.3,1.0,8.39,g,4,0.27500000000000036,2
9242,ruv,8.115,prove,2.17,1,pruv,V,1,19.0,19.0,70.39,7.84,2.59,1.0,7.84,p,4,-0.27500000000000036,2
9243,ruz,7.390000000000001,bruise,0.7,1,bruz,N,1,20.0,20.0,3.24,5.45,2.14,1.0,5.45,b,4,-1.9400000000000004,2
9244,ruz,7.390000000000001,cruise,0.7,1,kruz,N,1,18.0,18.0,12.27,9.33,2.61,1.0,9.33,k,4,1.9399999999999995,2
9248,r{Nk,10.816666666666668,crank,0.48,1,kr{Nk,N,1,20.0,20.0,5.33,11.25,3.58,1.0,11.25,k,5,0.4333333333333318,3
9249,r{Nk,10.816666666666668,franc,0.9,1,fr{Nk,N,1,18.0,16.0,0.8,12.81,3.6,0.89,12.81,f,5,1.9933333333333323,3
9250,r{Nk,10.816666666666668,prank,0.0,1,pr{Nk,N,1,18.0,18.0,4.0,8.39,2.5,1.0,8.39,p,5,-2.4266666666666676,3
9252,r{S,7.692500000000001,brash,0.3,1,br{S,A,1,19.0,19.0,0.41,11.47,2.99,1.0,11.47,b,4,3.7775,4
9253,r{S,7.692500000000001,crash,1.18,1,kr{S,N,1,18.0,18.0,28.65,6.11,2.59,1.0,6.11,k,4,-1.5825000000000005,4
9254,r{S,7.692500000000001,thrash,0.85,1,Tr{S,V,1,19.0,18.0,0.53,8.72,2.99,0.95,8.72,T,4,1.0274999999999999,4
9255,r{S,7.692500000000001,trash,0.6,1,tr{S,N,1,19.0,19.0,22.47,4.47,1.78,1.0,4.47,t,4,-3.222500000000001,4
9259,r{b,7.253333333333334,crab,0.0,1,kr{b,V,1,18.0,18.0,6.9,5.28,2.3,1.0,5.28,k,4,-1.9733333333333336,3
9260,r{b,7.253333333333334,drab,0.7,1,dr{b,A,1,20.0,19.0,0.8,11.11,3.02,0.95,11.11,d,4,3.8566666666666656,3
9261,r{b,7.253333333333334,grab,0.3,1,gr{b,N,1,19.0,19.0,70.86,5.37,2.31,1.0,5.37,g,4,-1.8833333333333337,3
9266,r{g,9.389999999999999,brag,0.3,1,br{g,V,1,19.0,19.0,3.51,7.79,2.46,1.0,7.79,b,4,-1.5999999999999988,3
9267,r{g,9.389999999999999,crag,0.48,1,kr{g,N,1,20.0,13.0,0.37,11.54,2.93,0.65,11.54,k,4,2.1500000000000004,3
9268,r{g,9.389999999999999,drag,0.78,1,dr{g,N,1,19.0,19.0,26.45,8.84,5.4,1.0,8.84,d,4,-0.5499999999999989,3
9274,r{k,6.635,crack,1.34,1,kr{k,N,1,18.0,18.0,32.84,6.33,3.38,1.0,6.33,k,4,-0.3049999999999997,2
9275,r{k,6.635,track,1.74,1,tr{k,N,1,18.0,18.0,55.75,6.94,2.8,1.0,6.94,t,4,0.3050000000000006,2
9282,r{kSH,10.555,fraction,1.18,0,fr{kSH,N,2,18.0,18.0,2.04,10.06,2.53,1.0,10.06,f,6,-0.4949999999999992,2
9283,r{kSH,10.555,traction,0.0,0,tr{kSH,N,2,20.0,20.0,1.88,11.05,4.11,1.0,11.05,t,6,0.495000000000001,2
9293,r{m,10.658,cram,1.04,1,kr{m,V,1,19.0,19.0,1.51,10.32,3.35,1.0,10.32,k,4,-0.3379999999999992,5
9294,r{m,10.658,dram,0.0,1,dr{m,N,1,18.0,15.0,0.2,13.13,4.31,0.83,13.13,d,4,2.4720000000000013,5
9295,r{m,10.658,gram,0.9,1,gr{m,N,1,22.0,22.0,2.59,9.41,2.52,1.0,9.41,g,4,-1.2479999999999993,5
9296,r{m,10.658,pram,0.85,1,pr{m,N,1,18.0,10.0,0.22,9.9,1.73,0.56,9.9,p,4,-0.7579999999999991,5
9297,r{m,10.658,tram,0.7,1,tr{m,N,1,18.0,15.0,1.37,10.53,3.74,0.83,10.53,t,4,-0.1280000000000001,5
9300,r{mp,8.46,cramp,0.48,1,kr{mp,N,1,18.0,18.0,2.8,8.5,2.75,1.0,8.5,k,5,0.03999999999999915,2
9301,r{mp,8.46,tramp,0.48,1,tr{mp,N,1,19.0,19.0,8.29,8.42,3.17,1.0,8.42,t,5,-0.040000000000000924,2
9308,r{nd,7.199999999999999,brand,1.11,1,br{nd,N,1,18.0,18.0,13.96,7.72,2.35,1.0,7.72,b,5,0.5200000000000005,2
9309,r{nd,7.199999999999999,grand,1.69,1,gr{nd,A,1,19.0,19.0,63.02,6.68,2.31,1.0,6.68,g,5,-0.5199999999999996,2
9333,r{p,6.470000000000001,crap,0.78,1,kr{p,N,1,18.0,18.0,61.78,6.5,2.57,1.0,6.5,k,4,0.02999999999999936,2
9334,r{p,6.470000000000001,trap,1.36,1,tr{p,N,1,18.0,18.0,23.84,6.44,2.12,1.0,6.44,t,4,-0.03000000000000025,2
9344,r{t,7.404999999999999,brat,0.3,1,br{t,N,1,19.0,19.0,6.22,6.21,3.08,1.0,6.21,b,4,-1.1949999999999994,2
9345,r{t,7.404999999999999,drat,0.0,1,dr{t,V,1,18.0,15.0,0.9,8.6,2.85,0.83,8.6,d,4,1.1950000000000003,2
9354,r{vP,6.545,gravel,1.0,1,gr{vP,N,2,1926.0,1919.0,1.43,7.19,2.89,1.0,7.19,g,5,0.6450000000000005,2
9355,r{vP,6.545,travel,1.46,1,tr{vP,N,2,20.0,20.0,33.37,5.9,1.71,1.0,5.9,t,5,-0.6449999999999996,2
9357,s,6.180000000000001,ace,0.7,1,1s,N,1,18.0,18.0,14.73,8.83,3.65,1.0,8.83,1,2,2.6499999999999995,4
9358,s,6.180000000000001,ass,1.04,1,{s,N,1,19.0,19.0,226.37,7.84,3.11,1.0,7.84,{,2,1.6599999999999993,4
9359,s,6.180000000000001,ice,1.72,1,2s,N,1,21.0,21.0,79.55,3.86,1.06,1.0,3.86,2,2,-2.3200000000000007,4
9360,s,6.180000000000001,us,2.94,1,Vs,PRON,1,21.0,21.0,1695.65,4.19,2.07,1.0,4.19,V,2,-1.9900000000000002,4
9363,s1,11.695,assay,0.0,1,@s1,N,2,19.0,10.0,0.16,15.0,3.3,0.53,15.0,@,3,3.3049999999999997,2
9364,s1,11.695,essay,1.34,1,Es1,N,2,18.0,18.0,6.14,8.39,1.58,1.0,8.39,E,3,-3.3049999999999997,2
9437,st,9.825000000000001,east,1.51,1,ist,N,1,18.0,18.0,49.55,6.94,3.56,1.0,6.94,i,3,-2.8850000000000007,2
9438,st,9.825000000000001,oust,0.3,1,6st,V,1,18.0,17.0,0.06,12.71,3.35,0.94,12.71,6,3,2.885,2
9442,st@R,10.5,aster,0.0,0,{st@R,N,2,19.0,12.0,0.2,13.0,5.19,0.63,13.0,{,5,2.5,2
9443,st@R,10.5,oyster,0.85,0,4st@R,N,2,18.0,18.0,3.06,8.0,2.03,1.0,8.0,4,5,-2.5,2
9463,t,5.1899999999999995,art,2.23,1,#t,N,1,19.0,19.0,70.8,6.21,2.32,1.0,6.21,#,2,1.0200000000000005,8
9464,t,5.1899999999999995,at,3.75,1,{t,PREP,1,22.0,21.0,3217.1,4.04,1.37,0.95,4.04,{,2,-1.1499999999999995,8
9465,t,5.1899999999999995,eat,2.46,1,it,V,1,18.0,18.0,251.88,2.78,1.48,1.0,2.78,i,2,-2.4099999999999997,8
9466,t,5.1899999999999995,eight,0.0,1,1t,N,1,20.0,20.0,98.24,5.36,1.72,1.0,5.36,1,2,0.17000000000000082,8
9467,t,5.1899999999999995,it,4.05,1,It,PRON,1,21.0,21.0,18896.31,4.4,1.95,1.0,4.4,I,2,-0.7899999999999991,8
9468,t,5.1899999999999995,oat,0.48,1,5t,N,1,18.0,18.0,0.53,5.83,3.07,1.0,5.83,5,2,0.6400000000000006,8
9469,t,5.1899999999999995,ought,2.01,1,$t,V,1,18.0,16.0,80.75,9.62,2.63,0.89,9.62,$,2,4.43,8
9470,t,5.1899999999999995,out,0.0,1,6t,V,1,21.0,21.0,3865.31,3.28,1.56,1.0,3.28,6,2,-1.9099999999999997,8
9498,t1n,8.04,attain,1.11,0,@t1n,V,2,19.0,19.0,0.92,10.84,3.91,1.0,10.84,@,4,2.8000000000000007,2
9499,t1n,8.04,stain,1.11,1,st1n,N,1,21.0,21.0,6.2,5.24,1.41,1.0,5.24,s,4,-2.799999999999999,2
9519,t5,8.39,auto,0.6,1,$t5,N,2,18.0,18.0,7.67,7.22,3.41,1.0,7.22,$,3,-1.1700000000000008,2
9520,t5,8.39,stow,0.48,1,st5,V,1,18.0,16.0,1.25,9.56,2.39,0.89,9.56,s,3,1.17,2
9528,t5n,8.28,atone,0.0,1,@t5n,V,2,18.0,17.0,0.84,12.12,4.54,0.94,12.12,@,4,3.84,2
9529,t5n,8.28,stone,2.07,1,st5n,N,1,18.0,18.0,40.63,4.44,1.2,1.0,4.44,s,4,-3.839999999999999,2
9538,t@R,10.49,attar,0.0,1,{t@R,N,2,19.0,3.0,0.02,17.0,2.65,0.16,17.0,{,4,6.51,3
9539,t@R,10.49,otter,1.15,0,Qt@R,N,2,19.0,17.0,1.35,5.47,2.48,0.89,5.47,Q,4,-5.0200000000000005,3
9540,t@R,10.49,utter,1.15,1,Vt@R,V,2,18.0,17.0,5.04,9.0,2.76,0.94,9.0,V,4,-1.4900000000000002,3
9542,t@m,7.12,atom,1.45,1,{t@m,N,2,19.0,19.0,2.75,9.68,3.2,1.0,9.68,{,4,2.5599999999999996,3
9543,t@m,7.12,autumn,1.53,1,$t@m,N,2,19.0,19.0,3.78,6.0,1.41,1.0,6.0,$,4,-1.12,3
9544,t@m,7.12,item,1.66,1,2t@m,N,2,19.0,19.0,12.31,5.68,4.15,1.0,5.68,2,4,-1.4400000000000004,3
9580,tIk,4.5200000000000005,attic,0.9,1,{tIk,N,2,20.0,20.0,7.84,5.15,1.46,1.0,5.15,{,4,0.6299999999999999,2
9581,tIk,4.5200000000000005,stick,1.59,1,stIk,N,1,18.0,18.0,97.12,3.89,1.57,1.0,3.89,s,4,-0.6300000000000003,2
9709,ts,6.73,arts,1.64,1,#ts,N,1,21.0,21.0,9.22,5.97,2.25,1.0,5.97,#,3,-0.7600000000000007,2
9710,ts,6.73,oats,0.48,1,5ts,N,1,22.0,22.0,2.06,7.49,2.69,1.0,7.49,5,3,0.7599999999999998,2
9728,t{k,6.105,attack,2.05,1,@t{k,N,2,19.0,19.0,75.55,6.58,2.32,1.0,6.58,@,4,0.47499999999999964,2
9729,t{k,6.105,stack,1.08,1,st{k,N,1,19.0,19.0,6.1,5.63,2.22,1.0,5.63,s,4,-0.47500000000000053,2
9743,u,6.994375,boo,0.0,1,bu,N,1,21.0,21.0,11.69,3.78,2.29,1.0,3.78,b,2,-3.214375,16
9744,u,6.994375,chew,0.0,1,Ju,N,1,19.0,19.0,9.06,4.05,1.51,1.0,4.05,J,2,-2.944375,16
9745,u,6.994375,coo,0.0,1,ku,N,1,19.0,19.0,0.69,7.16,3.79,1.0,7.16,k,2,0.16562500000000036,16
9746,u,6.994375,do,0.0,1,du,N,1,20.0,20.0,6135.59,3.6,1.6,1.0,3.6,d,2,-3.3943749999999997,16
9747,u,6.994375,ewe,0.48,1,ju,N,1,18.0,16.0,0.31,9.31,4.29,0.89,9.31,j,2,2.3156250000000007,16
9748,u,6.994375,gnu,0.0,1,nu,N,1,19.0,11.0,0.8,11.27,3.66,0.58,11.27,n,2,4.275625,16
9749,u,6.994375,goo,0.0,1,gu,N,1,21.0,19.0,2.14,5.53,2.37,0.9,5.53,g,2,-1.4643749999999995,16
9750,u,6.994375,loo,0.78,1,lu,N,1,22.0,18.0,2.37,12.69,6.86,0.82,12.69,l,2,5.695625,16
9751,u,6.994375,moo,0.0,1,mu,N,1,19.0,19.0,2.08,3.53,1.87,1.0,3.53,m,2,-3.464375,16
9752,u,6.994375,roux,0.0,0,ru,N,1,20.0,12.0,0.08,15.0,5.62,0.6,15.0,r,2,8.005625,16
9753,u,6.994375,shoe,1.9,1,Su,N,1,1923.0,1923.0,30.39,2.6,1.19,1.0,2.6,S,2,-4.394375,16
9754,u,6.994375,sue,1.08,1,su,V,1,18.0,18.0,29.37,11.0,3.5,1.0,11.0,s,2,4.005625,16
9755,u,6.994375,to,0.0,1,tu,ADV,1,22.0,22.0,22677.84,3.95,1.39,1.0,3.95,t,2,-3.0443749999999996,16
9756,u,6.994375,who,3.38,1,hu,PRON,1,22.0,22.0,2222.94,3.81,1.41,1.0,3.81,h,2,-3.1843749999999997,16
9757,u,6.994375,woo,0.7,1,wu,V,1,18.0,17.0,6.73,10.88,3.67,0.94,10.88,w,2,3.885625000000001,16
9758,u,6.994375,zoo,1.0,1,zu,N,1,20.0,20.0,13.65,3.75,1.12,1.0,3.75,z,2,-3.244375,16
9761,uD,7.78,booth,1.04,1,buD,N,1,19.0,19.0,20.37,7.16,1.61,1.0,7.16,b,3,-0.6200000000000001,2
9762,uD,7.78,soothe,0.85,1,suD,V,1,20.0,20.0,1.29,8.4,2.66,1.0,8.4,s,3,0.6200000000000001,2
