,coda,set_mean,Word,CobLog,CompCnt,PhonDISC,Class,SylCnt,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos,Concreteness,onset,word_length,concreteness_impact,set_size
7454,r2m,3.1199999999999997,grime,0.0,1,gr2m,N,1,0,3.85,1.29,1,28,0.96,21,Noun,3.85,g,4,0.7300000000000004,3
7455,r2m,3.1199999999999997,prime,0.6,1,pr2m,N,1,0,2.48,1.34,0,27,1.0,933,Adjective,2.48,p,4,-0.6399999999999997,3
7461,r2n,4.355,brine,0.3,1,br2n,N,1,0,4.24,1.23,3,28,0.89,16,Noun,4.24,b,4,-0.11500000000000021,2
7462,r2n,4.355,shrine,0.7,1,Sr2n,N,1,0,4.47,0.98,0,32,1.0,151,Noun,4.47,S,4,0.11499999999999932,2
7464,r2p,2.8449999999999998,gripe,0.0,1,gr2p,N,1,0,2.15,1.01,1,27,0.96,40,Noun,2.15,g,4,-0.6949999999999998,2
7465,r2p,2.8449999999999998,tripe,0.0,1,tr2p,N,1,0,3.54,1.74,3,27,0.89,41,Noun,3.54,t,4,0.6950000000000003,2
7470,r2t,2.8433333333333333,bright,1.93,1,br2t,A,1,0,3.92,0.93,0,26,1.0,2265,Adjective,3.92,b,4,1.0766666666666667,3
7471,r2t,2.8433333333333333,fright,0.95,1,fr2t,N,1,0,2.52,1.4,0,27,1.0,141,Noun,2.52,f,4,-0.32333333333333325,3
7472,r2t,2.8433333333333333,trite,0.3,1,tr2t,A,1,0,2.09,1.19,2,24,0.92,40,Adjective,2.09,t,4,-0.7533333333333334,3
7475,r2v,3.0966666666666662,arrive,2.23,1,@r2v,V,2,0,3.22,1.58,0,27,1.0,953,Verb,3.22,@,4,0.12333333333333396,3
7476,r2v,3.0966666666666662,drive,1.53,1,dr2v,N,1,0,3.86,1.21,0,28,1.0,7810,Verb,3.86,d,4,0.7633333333333336,3
7477,r2v,3.0966666666666662,thrive,1.08,1,Tr2v,V,1,0,2.21,1.11,0,29,1.0,89,Verb,2.21,T,4,-0.8866666666666663,3
7483,r5,3.685,arrow,1.18,1,{r5,N,2,0,4.97,0.19,0,29,1.0,400,Noun,4.97,{,3,1.2849999999999997,6
7484,r5,3.685,crow,0.0,1,kr5,N,1,0,4.93,0.26,0,28,1.0,227,Noun,4.93,k,3,1.2449999999999997,6
7485,r5,3.685,fro,0.85,1,fr5,ADV,1,0,2.48,1.44,4,27,0.85,58,Adverb,2.48,f,3,-1.205,6
7486,r5,3.685,grow,2.53,1,gr5,V,1,0,3.03,1.54,0,30,1.0,3034,Verb,3.03,g,3,-0.6550000000000002,6
7487,r5,3.685,pro,0.6,1,pr5,N,1,0,2.66,1.63,0,29,1.0,722,Noun,2.66,p,3,-1.025,6
7488,r5,3.685,throw,0.85,1,Tr5,N,1,0,4.04,1.29,1,28,0.96,6570,Verb,4.04,T,3,0.355,6
7502,r5k,3.5549999999999997,broke,0.48,1,br5k,A,1,0,3.29,1.38,0,28,1.0,5355,Verb,3.29,b,4,-0.2649999999999997,2
7503,r5k,3.5549999999999997,croak,0.0,1,kr5k,N,1,0,3.82,1.36,1,29,0.97,59,Verb,3.82,k,4,0.2650000000000001,2
7516,r5n,3.8674999999999997,drone,0.3,1,dr5n,N,1,0,3.93,1.12,0,28,1.0,144,Noun,3.93,d,4,0.06250000000000044,4
7517,r5n,3.8674999999999997,groan,0.48,1,gr5n,N,1,0,4.09,1.17,0,32,1.0,47,Noun,4.09,g,4,0.22250000000000014,4
7518,r5n,3.8674999999999997,prone,0.85,1,pr5n,A,1,0,2.81,1.47,1,28,0.96,92,Adjective,2.81,p,4,-1.0574999999999997,4
7519,r5n,3.8674999999999997,throne,1.04,1,Tr5n,N,1,0,4.64,0.99,0,28,1.0,441,Noun,4.64,T,4,0.7725,4
7536,r5v,4.234999999999999,drove,0.3,1,dr5v,N,1,0,3.71,1.24,0,28,1.0,1472,Verb,3.71,d,4,-0.5249999999999995,2
7537,r5v,4.234999999999999,grove,1.04,1,gr5v,N,1,0,4.76,0.58,1,30,0.97,197,Noun,4.76,g,4,0.5250000000000004,2
7541,r6J,3.5,crouch,0.0,1,kr6J,N,1,0,4.27,0.91,0,30,1.0,38,Noun,4.27,k,4,0.7699999999999996,2
7542,r6J,3.5,grouch,0.0,1,gr6J,N,1,0,2.73,1.44,0,30,1.0,24,Noun,2.73,g,4,-0.77,2
7543,r6d,3.643333333333333,crowd,1.81,1,kr6d,N,1,0,4.52,0.87,0,29,1.0,1906,Noun,4.52,k,4,0.8766666666666665,3
7544,r6d,3.643333333333333,proud,1.58,1,pr6d,A,1,0,2.07,1.39,0,28,1.0,4265,Adjective,2.07,p,4,-1.5733333333333333,3
7545,r6d,3.643333333333333,shroud,1.61,1,Sr6d,N,1,0,4.34,1.17,1,30,0.97,52,Noun,4.34,S,4,0.6966666666666668,3
7547,r6l,3.67,growl,0.0,1,gr6l,N,1,0,4.3,1.1,0,27,1.0,50,Noun,4.3,g,4,0.6299999999999999,2
7548,r6l,3.67,prowl,0.0,1,pr6l,N,1,0,3.04,1.22,3,30,0.9,66,Noun,3.04,p,4,-0.6299999999999999,2
7549,r6n,4.324999999999999,brown,0.48,1,br6n,V,1,0,4.48,1.05,0,27,1.0,3066,Name,4.48,b,4,0.15500000000000114,4
7550,r6n,4.324999999999999,crown,1.38,1,kr6n,N,1,0,4.81,0.48,0,27,1.0,698,Noun,4.81,k,4,0.4850000000000003,4
7551,r6n,4.324999999999999,drown,1.4,1,dr6n,V,1,0,3.93,1.25,0,29,1.0,540,Verb,3.93,d,4,-0.39499999999999913,4
7552,r6n,4.324999999999999,frown,0.78,1,fr6n,N,1,0,4.08,1.41,0,25,1.0,104,Verb,4.08,f,4,-0.24499999999999922,4
7553,r6nd,3.3649999999999998,around,2.3,1,@r6nd,ADV,2,0,1.96,1.17,0,28,1.0,37573,Adverb,1.96,@,5,-1.4049999999999998,2
7554,r6nd,3.3649999999999998,ground,2.25,1,gr6nd,N,1,0,4.77,0.57,0,30,1.0,3696,Noun,4.77,g,5,1.4049999999999998,2
7558,r6t,4.23,drought,0.78,1,dr6t,N,1,0,3.74,1.26,1,28,0.96,70,Noun,3.74,d,4,-0.4900000000000002,2
7559,r6t,4.23,trout,1.49,1,tr6t,N,1,0,4.72,0.92,0,29,1.0,205,Noun,4.72,t,4,0.4899999999999993,2
7567,r9l,3.02,cruel,1.45,1,kr9l,A,1,0,2.11,1.37,0,28,1.0,936,Adjective,2.11,k,4,-0.9100000000000001,2
7568,r9l,3.02,gruel,0.0,1,gr9l,N,1,0,3.93,1.59,2,29,0.93,23,Noun,3.93,g,4,0.9100000000000001,2
7569,r@,2.455,aura,0.7,1,$r@,N,2,0,2.67,1.33,0,27,1.0,93,Noun,2.67,$,3,0.21499999999999986,2
7570,r@,2.455,era,1.38,1,7r@,N,2,0,2.24,1.43,0,29,1.0,291,Noun,2.24,7,3,-0.21499999999999986,2
7625,rEd,3.912,bread,1.87,1,brEd,N,1,0,4.92,0.28,0,24,1.0,1445,Noun,4.92,b,4,1.008,5
7626,rEd,3.912,dread,0.78,1,drEd,N,1,0,1.86,1.06,0,29,1.0,128,Noun,1.86,d,4,-2.0519999999999996,5
7627,rEd,3.912,shred,0.6,1,SrEd,N,1,0,4.38,1.06,0,26,1.0,150,Noun,4.38,S,4,0.46799999999999997,5
7628,rEd,3.912,thread,1.2,1,TrEd,N,1,0,4.83,0.54,0,29,1.0,263,Noun,4.83,T,4,0.9180000000000001,5
7629,rEd,3.912,tread,0.3,1,trEd,N,1,0,3.57,1.4,1,29,0.97,116,Verb,3.57,t,4,-0.3420000000000001,5
7651,rEnJ,4.105,drench,0.6,1,drEnJ,V,1,0,3.75,0.93,0,28,1.0,11,Verb,3.75,d,5,-0.3550000000000004,2
7652,rEnJ,4.105,trench,1.0,1,trEnJ,N,1,0,4.46,1.06,0,24,1.0,157,Noun,4.46,t,5,0.35499999999999954,2
7654,rEnd,2.745,friend,2.55,1,frEnd,N,1,0,3.07,1.41,0,28,1.0,21384,Noun,3.07,f,5,0.32499999999999973,2
7655,rEnd,2.745,trend,1.54,1,trEnd,N,1,0,2.42,1.27,0,26,1.0,106,Noun,2.42,t,5,-0.3250000000000002,2
7660,rEs,4.415,dress,1.94,1,drEs,N,1,0,4.93,0.26,0,28,1.0,4447,Noun,4.93,d,4,0.5149999999999997,2
7661,rEs,4.415,press,2.0,1,prEs,N,1,0,3.9,1.3,0,30,1.0,3070,Noun,3.9,p,4,-0.5150000000000001,2
7663,rEsIN,3.4050000000000002,dressing,1.2,1,drEsIN,N,2,0,4.03,1.09,0,29,1.0,804,Verb,4.03,d,6,0.625,2
7664,rEsIN,3.4050000000000002,pressing,0.0,1,prEsIN,N,2,0,2.78,1.42,0,27,1.0,289,Verb,2.78,p,6,-0.6250000000000004,2
7669,rEst,4.446666666666666,arrest,1.2,1,@rEst,N,2,0,3.93,1.22,0,29,1.0,3037,Noun,3.93,@,5,-0.5166666666666662,3
7670,rEst,4.446666666666666,breast,1.87,1,brEst,N,1,0,4.89,0.42,0,27,1.0,457,Noun,4.89,b,5,0.44333333333333336,3
7671,rEst,4.446666666666666,crest,0.9,1,krEst,N,1,0,4.52,0.71,1,26,0.96,107,Noun,4.52,k,5,0.07333333333333325,3
7674,rEt,2.585,fret,0.0,1,frEt,N,1,0,2.65,1.65,2,28,0.93,95,Verb,2.65,f,4,0.06499999999999995,2
7675,rEt,2.585,threat,1.89,1,TrEt,N,1,0,2.52,1.12,0,29,1.0,1059,Noun,2.52,T,4,-0.06499999999999995,2
7683,rIN,2.58,airing,0.0,1,8rIN,N,2,0,2.61,1.34,0,28,1.0,32,Verb,2.61,8,4,0.029999999999999805,2
7684,rIN,2.58,bring,2.71,1,brIN,V,1,0,2.55,1.43,0,29,1.0,16685,Verb,2.55,b,4,-0.03000000000000025,2
7685,rINk,3.5966666666666662,brink,0.78,1,brINk,N,1,0,2.48,1.33,0,29,1.0,127,Noun,2.48,b,5,-1.1166666666666663,3
7686,rINk,3.5966666666666662,drink,2.01,1,drINk,N,1,0,4.76,0.69,0,29,1.0,12617,Noun,4.76,d,5,1.1633333333333336,3
7687,rINk,3.5966666666666662,shrink,0.0,1,SrINk,N,1,0,3.55,1.35,0,29,1.0,577,Noun,3.55,S,5,-0.04666666666666641,3
7693,rI_,4.945,bridge,1.82,1,brI_,N,1,0,4.97,0.19,1,30,0.97,2331,Noun,4.97,b,4,0.024999999999999467,2
7694,rI_,4.945,fridge,0.6,1,frI_,N,1,0,4.92,0.4,0,25,1.0,502,Noun,4.92,f,4,-0.025000000000000355,2
7705,rId,3.755,arid,0.7,0,{rId,A,2,0,2.96,1.4,3,30,0.9,16,Adjective,2.96,{,4,-0.7949999999999999,2
7706,rId,3.755,grid,0.7,1,grId,N,1,0,4.55,0.78,0,29,1.0,282,Noun,4.55,g,4,0.7949999999999999,2
7715,rIft,2.715,drift,1.23,1,drIft,N,1,0,3.07,1.22,0,29,1.0,327,Noun,3.07,d,5,0.355,2
7716,rIft,2.715,thrift,0.0,1,TrIft,N,1,0,2.36,1.04,0,25,1.0,22,Noun,2.36,T,5,-0.355,2
7723,rIk,4.033333333333333,brick,1.63,1,brIk,N,1,0,4.83,0.75,0,30,1.0,519,Noun,4.83,b,4,0.7966666666666669,3
7724,rIk,4.033333333333333,prick,0.3,1,prIk,N,1,0,3.91,1.35,1,24,0.96,720,Noun,3.91,p,4,-0.12333333333333307,3
7725,rIk,4.033333333333333,trick,1.46,1,trIk,N,1,0,3.36,1.37,0,28,1.0,2411,Noun,3.36,t,4,-0.6733333333333333,3
7734,rIl,3.5300000000000002,drill,0.9,1,drIl,N,1,0,4.4,1.08,0,25,1.0,701,Noun,4.4,d,4,0.8700000000000001,5
7735,rIl,3.5300000000000002,frill,0.0,1,frIl,N,1,0,3.13,1.39,0,23,1.0,1,Noun,3.13,f,4,-0.40000000000000036,5
7736,rIl,3.5300000000000002,grill,0.48,1,grIl,N,1,0,4.86,0.44,0,29,1.0,227,Noun,4.86,g,4,1.33,5
7737,rIl,3.5300000000000002,shrill,0.85,1,SrIl,A,1,0,2.8,1.42,0,30,1.0,24,Adjective,2.8,S,4,-0.7300000000000004,5
7738,rIl,3.5300000000000002,thrill,0.78,1,TrIl,N,1,0,2.46,1.53,0,28,1.0,429,Noun,2.46,T,4,-1.0700000000000003,5
7744,rIm,2.9450000000000003,brim,0.48,1,brIm,N,1,0,4.23,1.14,0,30,1.0,45,Noun,4.23,b,4,1.2850000000000001,4
7745,rIm,2.9450000000000003,grim,1.2,1,grIm,A,1,0,1.82,0.98,1,29,0.97,244,Adjective,1.82,g,4,-1.1250000000000002,4
7746,rIm,2.9450000000000003,prim,0.6,1,prIm,A,1,0,1.8,1.08,4,29,0.86,19,Adjective,1.8,p,4,-1.1450000000000002,4
7747,rIm,2.9450000000000003,trim,0.3,1,trIm,N,1,0,3.93,1.27,1,28,0.96,218,Verb,3.93,t,4,0.9849999999999999,4
7754,rImp,3.92,crimp,0.0,1,krImp,V,1,0,4.0,1.24,2,29,0.93,22,Noun,4.0,k,5,0.08000000000000007,3
7755,rImp,3.92,primp,0.0,1,prImp,V,1,0,2.96,1.4,1,27,0.96,6,Verb,2.96,p,5,-0.96,3
7756,rImp,3.92,shrimp,0.48,1,SrImp,N,1,0,4.8,0.76,0,30,1.0,444,Noun,4.8,S,5,0.8799999999999999,3
7760,rIn_,3.793333333333333,cringe,0.48,1,krIn_,V,1,0,3.34,1.52,0,29,1.0,23,Verb,3.34,k,5,-0.45333333333333314,3
7761,rIn_,3.793333333333333,fringe,1.23,1,frIn_,N,1,0,3.38,1.58,1,27,0.96,85,Noun,3.38,f,5,-0.4133333333333331,3
7762,rIn_,3.793333333333333,orange,1.3,1,QrIn_,N,2,0,4.66,0.9,0,29,1.0,1138,Adjective,4.66,Q,5,0.8666666666666671,3
7769,rIp,4.05,drip,0.3,1,drIp,N,1,0,4.14,1.09,0,29,1.0,261,Noun,4.14,d,4,0.08999999999999986,3
7770,rIp,4.05,grip,0.95,1,grIp,N,1,0,4.3,1.14,0,27,1.0,494,Noun,4.3,g,4,0.25,3
7771,rIp,4.05,trip,1.83,1,trIp,N,1,0,3.71,1.3,0,28,1.0,4202,Noun,3.71,t,4,-0.33999999999999986,3
7774,rIpIN,3.5,dripping,0.3,1,drIpIN,N,2,0,3.89,1.2,0,28,1.0,172,Verb,3.89,d,6,0.3900000000000001,3
7775,rIpIN,3.5,gripping,0.0,1,grIpIN,A,2,0,3.3,1.42,0,30,1.0,26,Adjective,3.3,g,6,-0.20000000000000018,3
7776,rIpIN,3.5,tripping,0.0,1,trIpIN,A,2,0,3.31,1.46,0,26,1.0,194,Verb,3.31,t,6,-0.18999999999999995,3
7777,rIpP,3.6849999999999996,cripple,0.48,1,krIpP,N,2,0,3.78,1.0,0,23,1.0,194,Noun,3.78,k,5,0.0950000000000002,2
7778,rIpP,3.6849999999999996,triple,0.3,1,trIpP,V,2,0,3.59,1.22,0,27,1.0,479,Adjective,3.59,t,5,-0.09499999999999975,2
7791,rIsP,4.1850000000000005,bristle,0.48,1,brIsP,N,2,0,3.96,1.24,0,25,1.0,11,Noun,3.96,b,5,-0.22500000000000053,2
7792,rIsP,4.1850000000000005,gristle,0.0,1,grIsP,N,2,0,4.41,0.97,1,28,0.96,11,Noun,4.41,g,5,0.22499999999999964,2
7793,rIsk,2.645,brisk,0.95,1,brIsk,A,1,0,2.5,1.3,0,26,1.0,53,Adjective,2.5,b,5,-0.14500000000000002,2
7794,rIsk,2.645,frisk,0.0,1,frIsk,V,1,0,2.79,1.32,0,29,1.0,79,Verb,2.79,f,5,0.14500000000000002,2
7807,rIt@R,4.15,critter,0.0,0,krIt@R,N,2,0,4.19,0.92,1,28,0.96,65,Noun,4.19,k,6,0.040000000000000036,2
7808,rIt@R,4.15,fritter,0.0,0,frIt@R,N,2,0,4.11,1.5,1,29,0.97,15,Verb,4.11,f,6,-0.040000000000000036,2
7825,rIvP,2.9749999999999996,drivel,0.0,1,drIvP,N,2,0,2.38,1.28,3,27,0.89,36,Noun,2.38,d,5,-0.5949999999999998,2
7826,rIvP,2.9749999999999996,shrivel,0.6,1,SrIvP,V,2,0,3.57,1.26,1,29,0.97,20,Verb,3.57,S,5,0.5950000000000002,2
7841,rQN,3.9400000000000004,prong,0.0,1,prQN,N,1,0,4.73,0.58,0,30,1.0,15,Noun,4.73,p,4,0.79,2
7842,rQN,3.9400000000000004,throng,0.48,1,TrQN,N,1,0,3.15,1.26,2,29,0.93,16,Noun,3.15,T,4,-0.7900000000000005,2
7845,rQT,4.41,broth,0.3,1,brQT,N,1,0,4.68,0.61,0,28,1.0,45,Noun,4.68,b,4,0.2699999999999996,2
7846,rQT,4.41,froth,0.3,1,frQT,N,1,0,4.14,1.15,0,28,1.0,10,Noun,4.14,f,4,-0.27000000000000046,2
7878,rQm,2.7800000000000002,from,3.62,1,frQm,PREP,1,0,1.84,1.07,0,25,1.0,103992,Preposition,1.84,f,4,-0.9400000000000002,2
7879,rQm,2.7800000000000002,prom,0.0,1,prQm,N,1,0,3.72,1.53,0,29,1.0,906,Noun,3.72,p,4,0.94,2
7892,rQp,4.303333333333334,crop,1.73,1,krQp,N,1,0,4.24,1.01,0,25,1.0,248,Noun,4.24,k,4,-0.06333333333333346,3
7893,rQp,4.303333333333334,drop,1.52,1,drQp,N,1,0,4.21,1.32,0,28,1.0,6661,Verb,4.21,d,4,-0.09333333333333371,3
7894,rQp,4.303333333333334,prop,0.85,1,prQp,N,1,0,4.46,1.1,0,28,1.0,188,Noun,4.46,p,4,0.1566666666666663,3
7926,rUk,4.109999999999999,brook,0.6,1,brUk,N,1,0,4.43,1.2,0,28,1.0,104,Noun,4.43,b,4,0.3200000000000003,2
7927,rUk,4.109999999999999,crook,0.78,1,krUk,N,1,0,3.79,1.26,0,28,1.0,289,Noun,3.79,k,4,-0.3199999999999994,2
7931,rVNk,4.095,drunk,0.48,1,drVNk,N,1,0,3.48,1.35,0,29,1.0,3904,Adjective,3.48,d,5,-0.6149999999999998,2
7932,rVNk,4.095,trunk,1.42,1,trVNk,N,1,0,4.71,0.69,0,31,1.0,1010,Noun,4.71,t,5,0.6150000000000002,2
7935,rVS,4.12,brush,1.23,1,brVS,N,1,0,4.54,0.74,0,28,1.0,722,Verb,4.54,b,4,0.41999999999999993,3
7936,rVS,4.12,crush,0.48,1,krVS,N,1,0,3.9,1.21,0,29,1.0,857,Noun,3.9,k,4,-0.2200000000000002,3
7937,rVS,4.12,thrush,0.3,1,TrVS,N,1,0,3.92,1.32,4,29,0.86,19,Noun,3.92,T,4,-0.20000000000000018,3
7939,rV_,2.5966666666666667,drudge,0.0,1,drV_,N,1,0,2.44,1.55,1,28,0.96,9,Noun,2.44,d,4,-0.15666666666666673,3
7940,rV_,2.5966666666666667,grudge,0.48,1,grV_,N,1,0,2.14,1.21,0,28,1.0,226,Noun,2.14,g,4,-0.45666666666666655,3
7941,rV_,2.5966666666666667,trudge,0.0,1,trV_,N,1,0,3.21,1.5,4,28,0.86,12,Verb,3.21,t,4,0.6133333333333333,3
7943,rVb,4.39,grub,0.48,1,grVb,N,1,0,3.86,1.35,0,28,1.0,139,Noun,3.86,g,4,-0.5299999999999998,2
7944,rVb,4.39,shrub,0.85,1,SrVb,N,1,0,4.92,0.27,1,27,0.96,14,Noun,4.92,S,4,0.5300000000000002,2
7948,rVg,4.345000000000001,drug,1.67,1,drVg,N,1,0,4.48,0.83,0,29,1.0,2306,Noun,4.48,d,4,0.1349999999999998,2
7949,rVg,4.345000000000001,shrug,0.48,1,SrVg,N,1,0,4.21,1.26,0,29,1.0,20,Verb,4.21,S,4,-0.13500000000000068,2
7953,rVm,4.88,crumb,0.7,1,krVm,N,1,0,4.8,0.48,0,30,1.0,92,Noun,4.8,k,4,-0.08000000000000007,2
7954,rVm,4.88,drum,1.2,1,drVm,N,1,0,4.96,0.19,0,28,1.0,432,Noun,4.96,d,4,0.08000000000000007,2
7956,rVmbP,3.5,crumble,1.04,1,krVmbP,V,2,0,4.04,1.18,0,26,1.0,71,Verb,4.04,k,6,0.54,2
7957,rVmbP,3.5,grumble,0.0,1,grVmbP,N,2,0,2.96,1.51,1,26,0.96,9,Verb,2.96,g,6,-0.54,2
7964,rVnt,3.18,brunt,0.3,1,brVnt,N,1,0,2.21,1.2,1,29,0.97,25,Noun,2.21,b,5,-0.9700000000000002,3
7965,rVnt,3.18,front,2.3,1,frVnt,N,1,0,3.77,1.3,0,30,1.0,9259,Preposition,3.77,f,5,0.5899999999999999,3
7966,rVnt,3.18,grunt,0.9,1,grVnt,N,1,0,3.56,1.56,0,25,1.0,113,Noun,3.56,g,5,0.3799999999999999,3
7969,rVst,3.3066666666666666,crust,0.9,1,krVst,N,1,0,4.59,0.75,0,27,1.0,166,Noun,4.59,k,5,1.2833333333333332,3
7970,rVst,3.3066666666666666,thrust,1.15,1,TrVst,N,1,0,3.29,1.41,0,28,1.0,197,Verb,3.29,T,5,-0.016666666666666607,3
7971,rVst,3.3066666666666666,trust,1.65,1,trVst,N,1,0,2.04,1.29,0,28,1.0,9087,Verb,2.04,t,5,-1.2666666666666666,3
7975,ri,3.5533333333333332,free,1.3,1,fri,V,1,0,2.04,1.22,0,23,1.0,9054,Adjective,2.04,f,3,-1.5133333333333332,3
7976,ri,3.5533333333333332,three,0.48,1,Tri,N,1,0,3.62,1.63,0,29,1.0,27654,Number,3.62,T,3,0.06666666666666687,3
7977,ri,3.5533333333333332,tree,2.28,1,tri,N,1,0,5.0,0.0,0,28,1.0,3315,Noun,5.0,t,3,1.4466666666666668,3
7983,riJ,2.925,breach,1.0,1,briJ,N,1,0,2.48,1.36,0,25,1.0,317,Noun,2.48,b,4,-0.44499999999999984,2
7984,riJ,2.925,preach,1.11,1,priJ,V,1,0,3.37,1.4,0,30,1.0,122,Verb,3.37,p,4,0.4450000000000003,2
7987,rid,2.16,breed,0.78,1,brid,N,1,0,2.85,1.32,0,27,1.0,323,Noun,2.85,b,4,0.69,3
7988,rid,2.16,creed,0.78,1,krid,N,1,0,2.1,0.98,0,29,1.0,129,Noun,2.1,k,4,-0.06000000000000005,3
7989,rid,2.16,greed,0.9,1,grid,N,1,0,1.53,0.73,0,30,1.0,245,Noun,1.53,g,4,-0.6300000000000001,3
7993,rif,2.54,brief,0.6,1,brif,N,1,0,2.38,1.12,0,29,1.0,732,Adjective,2.38,b,4,-0.16000000000000014,2
7994,rif,2.54,grief,1.2,1,grif,N,1,0,2.7,1.64,0,30,1.0,552,Noun,2.7,g,4,0.16000000000000014,2
7999,rik,3.5033333333333334,creak,0.0,1,krik,N,1,0,3.61,1.42,0,28,1.0,26,Verb,3.61,k,4,0.10666666666666647,3
8000,rik,3.5033333333333334,freak,0.78,1,frik,N,1,0,2.93,1.56,0,28,1.0,1874,Noun,2.93,f,4,-0.5733333333333333,3
8001,rik,3.5033333333333334,shriek,0.7,1,Srik,N,1,0,3.97,1.33,0,30,1.0,32,Noun,3.97,S,4,0.4666666666666668,3
8004,rim,3.715,cream,1.48,1,krim,N,1,0,4.83,0.46,0,30,1.0,2484,Noun,4.83,k,4,1.1150000000000002,2
8005,rim,3.715,dream,1.89,1,drim,N,1,0,2.6,1.52,0,30,1.0,6798,Noun,2.6,d,4,-1.1149999999999998,2
8007,rin,3.49,green,1.66,1,grin,N,1,0,4.07,1.22,0,29,1.0,3696,Adjective,4.07,g,4,0.5800000000000001,2
8008,rin,3.49,preen,0.3,1,prin,V,1,0,2.91,1.48,4,26,0.85,3,Verb,2.91,p,4,-0.5800000000000001,2
8014,ris,4.53,crease,0.6,1,kris,N,1,0,4.45,0.95,0,29,1.0,69,Noun,4.45,k,4,-0.08000000000000007,2
8015,ris,4.53,grease,0.78,1,gris,N,1,0,4.61,0.96,0,28,1.0,354,Noun,4.61,g,4,0.08000000000000007,2
8020,rit,3.375,greet,1.49,1,grit,V,1,0,2.96,1.37,0,25,1.0,268,Verb,2.96,g,4,-0.41500000000000004,2
8021,rit,3.375,treat,0.85,1,trit,N,1,0,3.79,1.2,0,28,1.0,2646,Verb,3.79,t,4,0.41500000000000004,2
8027,riz,3.79,breeze,1.08,1,briz,N,1,0,3.62,1.24,0,29,1.0,410,Noun,3.62,b,4,-0.16999999999999993,2
8028,riz,3.79,freeze,0.6,1,friz,N,1,0,3.96,1.26,0,27,1.0,1640,Verb,3.96,f,4,0.16999999999999993,2
8032,ru,3.4200000000000004,brew,0.3,1,bru,N,1,0,4.07,1.13,0,29,1.0,128,Noun,4.07,b,3,0.6499999999999999,5
8033,ru,3.4200000000000004,crew,1.43,1,kru,N,1,0,4.36,0.73,0,28,1.0,2424,Noun,4.36,k,3,0.94,5
8034,ru,3.4200000000000004,shrew,0.3,1,Sru,N,1,0,4.07,1.27,2,29,0.93,42,Noun,4.07,S,3,0.6499999999999999,5
8035,ru,3.4200000000000004,through,2.06,1,Tru,ADV,1,0,2.9,1.47,0,30,1.0,28026,Preposition,2.9,T,3,-0.5200000000000005,5
8036,ru,3.4200000000000004,true,0.7,1,tru,N,1,0,1.7,1.03,0,27,1.0,0,Adjective,1.7,t,3,-1.7200000000000004,5
8039,rud,2.3075,brood,0.3,1,brud,N,1,0,2.96,1.46,2,25,0.92,55,Noun,2.96,b,4,0.6524999999999999,4
8040,rud,2.3075,crude,1.32,1,krud,A,1,0,1.96,0.92,0,28,1.0,155,Adjective,1.96,k,4,-0.34750000000000014,4
8041,rud,2.3075,prude,0.0,1,prud,N,1,0,2.39,1.13,0,28,1.0,70,Noun,2.39,p,4,0.08250000000000002,4
8042,rud,2.3075,shrewd,0.95,1,Srud,A,1,0,1.92,0.95,1,26,0.96,72,Adjective,1.92,S,4,-0.3875000000000002,4
8046,rum,4.715,broom,0.9,1,brum,N,1,0,4.89,0.42,0,27,1.0,243,Noun,4.89,b,4,0.17499999999999982,2
8047,rum,4.715,groom,0.78,1,grum,N,1,0,4.54,0.96,0,28,1.0,399,Noun,4.54,g,4,-0.17499999999999982,2
8048,run,3.9450000000000003,croon,0.3,1,krun,V,1,0,3.19,1.23,2,28,0.93,12,Verb,3.19,k,4,-0.7550000000000003,2
8049,run,3.9450000000000003,prune,0.48,1,prun,N,1,0,4.7,0.61,0,27,1.0,75,Noun,4.7,p,4,0.7549999999999999,2
8052,rup,4.046666666666667,droop,0.0,1,drup,N,1,0,3.68,1.02,0,28,1.0,17,Verb,3.68,d,4,-0.3666666666666667,3
8053,rup,4.046666666666667,group,2.67,1,grup,N,1,0,4.12,1.21,0,26,1.0,3762,Noun,4.12,g,4,0.07333333333333325,3
8054,rup,4.046666666666667,troop,0.7,1,trup,N,1,0,4.34,1.23,1,30,0.97,296,Noun,4.34,t,4,0.293333333333333,3
8063,rut,4.06,brute,0.48,1,brut,N,1,0,3.31,1.01,1,27,0.96,162,Noun,3.31,b,4,-0.7499999999999996,2
8064,rut,4.06,fruit,1.83,1,frut,N,1,0,4.81,0.49,0,26,1.0,1108,Noun,4.81,f,4,0.75,2
8066,ruv,2.81,groove,0.78,1,gruv,N,1,0,3.79,1.42,0,28,1.0,212,Noun,3.79,g,4,0.98,2
8067,ruv,2.81,prove,2.17,1,pruv,V,1,0,1.83,0.91,0,30,1.0,3590,Verb,1.83,p,4,-0.98,2
8069,ruz,4.380000000000001,bruise,0.7,1,bruz,N,1,0,4.73,0.52,0,30,1.0,165,Noun,4.73,b,4,0.34999999999999964,2
8070,ruz,4.380000000000001,cruise,0.7,1,kruz,N,1,0,4.03,1.24,0,29,1.0,626,Noun,4.03,k,4,-0.35000000000000053,2
8074,r{Nk,3.313333333333333,crank,0.48,1,kr{Nk,N,1,0,4.5,1.01,0,30,1.0,272,Verb,4.5,k,5,1.186666666666667,3
